loan_amnt,term,int_rate,installment,grade,emp_length,home_ownership,annual_inc,verification_status,purpose,dti,delinq_2yrs,loan_status,term_int,grade_int,emp_length_int,home_ownership_int,verification_status_int,purpose_int,income_tax
21000, 60 months,18.49,538.88,E,1 year,MORTGAGE,100000.0,Verified,credit_card,29.89,0.0,Current,1,4,1,0,0,3,7500.0
10000, 36 months,9.44,320.05,B,10+ years,MORTGAGE,80000.0,Source Verified,debt_consolidation,12.68,0.0,Fully Paid,0,1,10,0,1,1,6000.0
25000, 60 months,16.91,620.11,C,< 1 year,RENT,90000.0,Source Verified,debt_consolidation,17.87,0.0,Current,1,2,0,2,1,1,6750.0
7800, 36 months,16.99,278.06,D,10+ years,MORTGAGE,134400.0,Not Verified,debt_consolidation,13.79,2.0,Fully Paid,0,3,10,0,2,1,10080.0
30000, 60 months,10.75,648.54,B,10+ years,MORTGAGE,90000.0,Source Verified,credit_card,10.72,0.0,Current,1,1,10,0,1,3,6750.0
2000, 36 months,12.42,66.84,B,3 years,MORTGAGE,25056.0,Not Verified,other,20.79,1.0,Fully Paid,0,1,3,0,2,0,0.0
13000, 60 months,17.97,329.91,D,2 years,RENT,65000.0,Source Verified,debt_consolidation,35.01,0.0,Current,1,3,2,2,1,1,0.0
13000, 36 months,6.11,396.14,A,10+ years,MORTGAGE,40000.0,Source Verified,credit_card,9.39,0.0,Current,0,0,10,0,1,3,0.0
14700, 60 months,25.49,435.7,E,5 years,RENT,46000.0,Source Verified,major_purchase,18.13,0.0,Current,1,4,5,2,1,7,0.0
3500, 36 months,13.44,118.68,C,,RENT,27888.0,Verified,debt_consolidation,27.93,2.0,Charged Off,0,2,-1,2,0,1,0.0
5000, 36 months,8.24,157.24,B,10+ years,OWN,46000.0,Not Verified,credit_card,7.41,0.0,Fully Paid,0,1,10,1,2,3,0.0
26400, 36 months,7.97,826.92,A,2 years,OWN,80000.0,Not Verified,debt_consolidation,21.99,0.0,Current,0,0,2,1,2,1,6000.0
5000, 36 months,5.32,150.58,A,10+ years,MORTGAGE,40000.0,Not Verified,home_improvement,13.14,2.0,Fully Paid,0,0,10,0,2,2,0.0
11000, 60 months,16.29,269.2,D,< 1 year,RENT,31200.0,Source Verified,debt_consolidation,23.38,0.0,Late (31-120 days),1,3,0,2,1,1,0.0
24000, 36 months,8.9,762.08,A,7 years,RENT,70000.0,Verified,debt_consolidation,9.87,0.0,Fully Paid,0,0,7,2,0,1,5250.0
5000, 36 months,13.56,169.83,C,,RENT,30000.0,Verified,home_improvement,34.44,0.0,Current,0,2,-1,2,0,2,0.0
19000, 60 months,7.35,379.37,A,10+ years,MORTGAGE,104000.0,Source Verified,debt_consolidation,9.99,0.0,Current,1,0,10,0,1,1,7800.0
35000, 36 months,14.08,1197.58,C,4 years,MORTGAGE,300000.0,Verified,debt_consolidation,16.62,1.0,Fully Paid,0,2,4,0,0,1,22500.0
35000, 60 months,16.14,853.74,C,3 years,MORTGAGE,110000.0,Source Verified,debt_consolidation,8.77,1.0,Current,1,2,3,0,1,1,8250.0
30000, 60 months,11.47,659.33,B,10+ years,MORTGAGE,105000.0,Source Verified,debt_consolidation,22.27,0.0,Current,1,1,10,0,1,1,7875.0
12000, 36 months,6.46,367.57,A,6 years,MORTGAGE,48000.0,Not Verified,debt_consolidation,11.25,0.0,Current,0,0,6,0,2,1,0.0
31000, 60 months,14.33,726.64,C,10+ years,MORTGAGE,111000.0,Source Verified,debt_consolidation,14.91,0.0,Fully Paid,1,2,10,0,1,1,8325.0
15000, 60 months,17.57,377.41,D,2 years,MORTGAGE,38000.0,Source Verified,debt_consolidation,26.28,1.0,Fully Paid,1,3,2,0,1,1,0.0
20000, 36 months,13.58,679.48,C,10+ years,MORTGAGE,82000.0,Not Verified,debt_consolidation,17.43,0.0,Current,0,2,10,0,2,1,6150.0
12000, 36 months,15.41,418.4,D,3 years,RENT,68000.0,Source Verified,debt_consolidation,26.76,0.0,Charged Off,0,3,3,2,1,1,5100.0
2000, 36 months,9.44,64.01,B,10+ years,MORTGAGE,68000.0,Not Verified,other,14.26,0.0,Current,0,1,10,0,2,0,5100.0
6400, 36 months,14.08,218.99,C,10+ years,MORTGAGE,71000.0,Source Verified,home_improvement,13.61,1.0,Fully Paid,0,2,10,0,1,2,5325.0
20000, 36 months,13.18,675.62,C,10+ years,MORTGAGE,83000.0,Verified,debt_consolidation,11.9,0.0,Fully Paid,0,2,10,0,0,1,6225.0
12000, 36 months,9.44,384.06,B,< 1 year,RENT,62000.0,Not Verified,credit_card,28.59,0.0,Current,0,1,0,2,2,3,0.0
12000, 60 months,12.62,270.71,C,7 years,MORTGAGE,101000.0,Verified,home_improvement,8.98,1.0,Fully Paid,1,2,7,0,0,2,7575.0
10000, 36 months,10.75,326.21,B,10+ years,MORTGAGE,123000.0,Source Verified,credit_card,8.73,5.0,Current,0,1,10,0,1,3,9225.0
10000, 36 months,5.32,301.15,A,9 years,MORTGAGE,75000.0,Not Verified,credit_card,3.86,0.0,Fully Paid,0,0,9,0,2,3,5625.0
17000, 36 months,7.49,528.73,A,9 years,MORTGAGE,147000.0,Source Verified,debt_consolidation,11.83,0.0,Fully Paid,0,0,9,0,1,1,11025.0
5000, 36 months,12.49,167.25,B,7 years,MORTGAGE,30000.0,Not Verified,debt_consolidation,3.24,0.0,Fully Paid,0,1,7,0,2,1,0.0
10400, 36 months,13.49,352.88,C,3 years,RENT,65000.0,Source Verified,credit_card,7.13,0.0,Fully Paid,0,2,3,2,1,3,0.0
35000, 36 months,11.06,1146.85,B,7 years,RENT,95000.0,Not Verified,house,6.0,0.0,Current,0,1,7,2,2,9,7125.0
35000, 36 months,5.32,1054.02,A,10+ years,MORTGAGE,300000.0,Verified,home_improvement,11.82,2.0,Charged Off,0,0,10,0,0,2,22500.0
28000, 36 months,7.69,873.42,A,10+ years,RENT,190000.0,Verified,debt_consolidation,14.08,0.0,Fully Paid,0,0,10,2,0,1,14250.0
20000, 60 months,16.02,486.58,C,5 years,MORTGAGE,60000.0,Source Verified,credit_card,20.88,0.0,Current,1,2,5,0,1,3,0.0
15125, 36 months,16.01,531.83,C,10+ years,MORTGAGE,109341.0,Source Verified,debt_consolidation,27.36,0.0,Current,0,2,10,0,1,1,8200.575
10500, 60 months,14.46,246.83,C,5 years,RENT,45000.0,Source Verified,debt_consolidation,27.09,1.0,Fully Paid,1,2,5,2,1,1,0.0
22800, 36 months,13.11,769.44,B,1 year,RENT,103000.0,Verified,debt_consolidation,10.5,0.0,Charged Off,0,1,1,2,0,1,7725.0
3000, 36 months,6.99,92.62,A,< 1 year,OWN,60000.0,Source Verified,medical,19.69,1.0,Current,0,0,0,1,1,6,0.0
9575, 36 months,11.22,314.48,B,3 years,OWN,70000.0,Not Verified,debt_consolidation,13.1,0.0,Charged Off,0,1,3,1,2,1,5250.0
4800, 36 months,6.24,146.55,A,1 year,MORTGAGE,102000.0,Source Verified,debt_consolidation,25.25,0.0,Fully Paid,0,0,1,0,1,1,7650.0
14500, 60 months,11.55,319.26,B,5 years,RENT,63000.0,Not Verified,credit_card,32.07,0.0,Current,1,1,5,2,2,3,0.0
20000, 36 months,5.32,602.3,A,< 1 year,MORTGAGE,55000.0,Not Verified,credit_card,24.68,0.0,Current,0,0,0,0,2,3,0.0
10000, 36 months,12.12,332.72,B,2 years,RENT,40000.0,Not Verified,debt_consolidation,27.36,1.0,Fully Paid,0,1,2,2,2,1,0.0
15000, 60 months,15.61,361.67,D,10+ years,RENT,54000.0,Source Verified,debt_consolidation,31.04,0.0,Fully Paid,1,3,10,2,1,1,0.0
20000, 36 months,16.02,703.34,C,10+ years,RENT,60000.0,Not Verified,debt_consolidation,36.06,0.0,Fully Paid,0,2,10,2,2,1,0.0
26000, 60 months,16.2,635.04,C,10+ years,MORTGAGE,60000.0,Source Verified,debt_consolidation,19.76,0.0,Fully Paid,1,2,10,0,1,1,0.0
18000, 60 months,12.79,407.63,C,4 years,MORTGAGE,236000.0,Source Verified,home_improvement,30.36,0.0,Current,1,2,4,0,1,2,17700.0
1000, 36 months,25.49,40.02,E,10+ years,RENT,120000.0,Source Verified,other,14.26,0.0,Fully Paid,0,4,10,2,1,0,9000.0
25600, 60 months,30.17,830.93,F,5 years,MORTGAGE,95000.0,Verified,debt_consolidation,18.24,0.0,Current,1,5,5,0,0,1,7125.0
15000, 36 months,7.97,469.84,A,,RENT,100000.0,Verified,debt_consolidation,30.69,1.0,Charged Off,0,0,-1,2,0,1,7500.0
20000, 36 months,8.18,628.39,B,4 years,MORTGAGE,70000.0,Not Verified,debt_consolidation,11.5,0.0,Fully Paid,0,1,4,0,2,1,5250.0
15000, 60 months,13.59,345.85,C,10+ years,MORTGAGE,194080.0,Not Verified,home_improvement,9.77,0.0,Current,1,2,10,0,2,2,14556.0
16825, 36 months,12.99,566.82,B,3 years,RENT,48000.0,Verified,debt_consolidation,18.35,0.0,Fully Paid,0,1,3,2,0,1,0.0
32425, 60 months,18.25,827.8,D,10+ years,RENT,104559.0,Source Verified,debt_consolidation,18.94,0.0,Fully Paid,1,3,10,2,1,1,7841.925
26000, 36 months,10.33,842.99,B,4 years,RENT,80000.0,Source Verified,debt_consolidation,14.73,0.0,Current,0,1,4,2,1,1,6000.0
6150, 36 months,12.74,206.45,C,,MORTGAGE,64000.0,Source Verified,debt_consolidation,10.28,0.0,Fully Paid,0,2,-1,0,1,1,0.0
2500, 36 months,7.84,78.16,A,10+ years,MORTGAGE,50000.0,Not Verified,home_improvement,8.43,0.0,Current,0,0,10,0,2,2,0.0
8000, 36 months,13.67,272.15,C,,OWN,27000.0,Source Verified,debt_consolidation,28.31,0.0,Charged Off,0,2,-1,1,1,1,0.0
20000, 36 months,13.44,678.13,C,9 years,MORTGAGE,80000.0,Not Verified,home_improvement,20.03,0.0,Fully Paid,0,2,9,0,2,2,6000.0
8000, 36 months,6.99,246.99,A,6 years,MORTGAGE,89600.0,Not Verified,medical,22.92,0.0,Current,0,0,6,0,2,6,6720.0
7000, 36 months,12.61,234.55,C,5 years,RENT,34000.0,Not Verified,debt_consolidation,25.7,0.0,Current,0,2,5,2,2,1,0.0
20000, 60 months,18.45,512.78,D,3 years,MORTGAGE,65000.0,Not Verified,debt_consolidation,18.7,0.0,In Grace Period,1,3,3,0,2,1,0.0
6000, 36 months,10.91,196.18,B,3 years,RENT,52000.0,Not Verified,debt_consolidation,11.19,0.0,Current,0,1,3,2,2,1,0.0
6500, 36 months,10.74,212.01,B,10+ years,RENT,38000.0,Not Verified,debt_consolidation,13.86,0.0,Fully Paid,0,1,10,2,2,1,0.0
22075, 60 months,18.25,563.57,E,10+ years,MORTGAGE,60000.0,Not Verified,home_improvement,11.18,0.0,Current,1,4,10,0,2,2,0.0
12000, 36 months,11.44,395.37,B,1 year,MORTGAGE,125000.0,Not Verified,credit_card,8.17,0.0,Current,0,1,1,0,2,3,9375.0
23700, 60 months,15.61,571.44,D,3 years,RENT,95000.0,Verified,debt_consolidation,32.91,0.0,Charged Off,1,3,3,2,0,1,7125.0
12000, 36 months,11.99,398.52,B,6 years,MORTGAGE,65000.0,Not Verified,debt_consolidation,25.77,0.0,Fully Paid,0,1,6,0,2,1,0.0
4800, 36 months,10.99,157.13,B,4 years,MORTGAGE,19200.0,Verified,debt_consolidation,16.94,0.0,Current,0,1,4,0,0,1,0.0
13000, 36 months,12.29,433.59,C,5 years,RENT,60000.0,Source Verified,debt_consolidation,23.14,0.0,Fully Paid,0,2,5,2,1,1,0.0
12000, 36 months,9.71,385.58,B,2 years,MORTGAGE,60000.0,Verified,home_improvement,24.06,0.0,Fully Paid,0,1,2,0,0,2,0.0
5000, 36 months,8.24,157.24,B,4 years,MORTGAGE,45000.0,Verified,debt_consolidation,29.68,0.0,Current,0,1,4,0,0,1,0.0
12450, 60 months,15.31,298.22,C,4 years,RENT,45000.0,Source Verified,credit_card,21.99,1.0,Fully Paid,1,2,4,2,1,3,0.0
21000, 36 months,14.49,722.74,C,9 years,RENT,72000.0,Not Verified,debt_consolidation,33.07,0.0,Fully Paid,0,2,9,2,2,1,5400.0
9000, 36 months,16.91,320.48,C,2 years,MORTGAGE,100000.0,Source Verified,debt_consolidation,18.91,3.0,Current,0,2,2,0,1,1,7500.0
5000, 36 months,8.46,157.75,A,,OWN,60000.0,Verified,debt_consolidation,13.38,0.0,Current,0,0,-1,1,0,1,0.0
23500, 60 months,22.4,654.41,E,,RENT,52862.0,Verified,credit_card,30.03,0.0,Charged Off,1,4,-1,2,0,3,0.0
25000, 60 months,13.49,575.12,C,3 years,RENT,99200.0,Verified,debt_consolidation,21.12,0.0,Charged Off,1,2,3,2,0,1,7440.0
9600, 36 months,12.69,322.04,C,10+ years,MORTGAGE,62000.0,Source Verified,debt_consolidation,17.56,0.0,Fully Paid,0,2,10,0,1,1,0.0
15000, 36 months,11.99,498.15,B,10+ years,RENT,80000.0,Source Verified,debt_consolidation,12.84,1.0,Fully Paid,0,1,10,2,1,1,6000.0
36000, 36 months,6.99,1111.42,A,10+ years,MORTGAGE,220000.0,Not Verified,debt_consolidation,18.15,0.0,Current,0,0,10,0,2,1,16500.0
3500, 36 months,10.99,114.57,B,3 years,RENT,33000.0,Not Verified,debt_consolidation,8.67,0.0,Charged Off,0,1,3,2,2,1,0.0
1600, 36 months,16.02,56.27,C,3 years,RENT,62213.0,Source Verified,debt_consolidation,15.64,0.0,Current,0,2,3,2,1,1,0.0
10000, 36 months,14.49,344.17,C,10+ years,MORTGAGE,42000.0,Source Verified,other,28.06,1.0,Charged Off,0,2,10,0,1,0,0.0
20000, 36 months,11.99,664.2,C,,MORTGAGE,90302.0,Source Verified,debt_consolidation,21.4,0.0,Fully Paid,0,2,-1,0,1,1,6772.65
8500, 36 months,6.08,258.9,A,10+ years,OWN,60000.0,Not Verified,credit_card,8.88,0.0,Fully Paid,0,0,10,1,2,3,0.0
15000, 36 months,10.72,489.1,B,5 years,OWN,90000.0,Source Verified,credit_card,22.12,0.0,Current,0,1,5,1,1,3,6750.0
3850, 36 months,9.93,124.11,B,3 years,RENT,35000.0,Not Verified,credit_card,18.69,0.0,Fully Paid,0,1,3,2,2,3,0.0
25000, 60 months,6.92,494.09,A,,MORTGAGE,70000.0,Verified,debt_consolidation,11.09,0.0,Current,1,0,-1,0,0,1,5250.0
10000, 36 months,9.49,320.29,B,5 years,RENT,72000.0,Not Verified,debt_consolidation,2.66,0.0,Charged Off,0,1,5,2,2,1,5400.0
9900, 36 months,6.11,301.68,A,< 1 year,OWN,40000.0,Not Verified,debt_consolidation,16.26,0.0,Current,0,0,0,1,2,1,0.0
4900, 36 months,13.06,165.25,C,,RENT,46500.0,Not Verified,major_purchase,25.94,0.0,Current,0,2,-1,2,2,7,0.0
8000, 36 months,13.06,269.79,C,10+ years,MORTGAGE,56600.0,Source Verified,debt_consolidation,21.88,0.0,Current,0,2,10,0,1,1,0.0
7200, 36 months,14.65,248.36,C,10+ years,RENT,34000.0,Source Verified,debt_consolidation,26.47,0.0,Fully Paid,0,2,10,2,1,1,0.0
20000, 36 months,6.24,610.62,A,10+ years,MORTGAGE,48000.0,Source Verified,credit_card,19.3,0.0,Fully Paid,0,0,10,0,1,3,0.0
3000, 36 months,13.35,101.59,C,10+ years,MORTGAGE,110000.0,Verified,home_improvement,8.31,1.0,Charged Off,0,2,10,0,0,2,8250.0
15000, 36 months,7.34,465.5,A,10+ years,OWN,32000.0,Source Verified,medical,28.58,0.0,Fully Paid,0,0,10,1,1,6,0.0
16000, 36 months,16.02,562.68,C,2 years,RENT,65000.0,Not Verified,credit_card,12.75,1.0,Current,0,2,2,2,2,3,0.0
7025, 36 months,17.57,252.46,D,3 years,RENT,38000.0,Source Verified,debt_consolidation,34.99,0.0,Fully Paid,0,3,3,2,1,1,0.0
15000, 60 months,13.44,344.69,C,3 years,OWN,53000.0,Not Verified,credit_card,34.4,0.0,Charged Off,1,2,3,1,2,3,0.0
10000, 36 months,6.71,307.45,A,1 year,RENT,24000.0,Source Verified,major_purchase,14.8,0.0,Current,0,0,1,2,1,7,0.0
6600, 36 months,5.32,198.76,A,2 years,MORTGAGE,85000.0,Source Verified,debt_consolidation,15.33,0.0,Fully Paid,0,0,2,0,1,1,6375.0
7600, 36 months,25.34,303.55,E,1 year,RENT,75000.0,Not Verified,debt_consolidation,20.96,1.0,Current,0,4,1,2,2,1,5625.0
23325, 60 months,15.31,558.71,C,10+ years,RENT,52275.17,Verified,debt_consolidation,26.63,0.0,Fully Paid,1,2,10,2,0,1,0.0
16000, 60 months,17.47,401.7,D,< 1 year,OWN,35000.0,Verified,house,11.56,0.0,Current,1,3,0,1,0,9,0.0
4125, 36 months,16.55,146.15,D,4 years,MORTGAGE,32000.0,Verified,debt_consolidation,35.3,1.0,Fully Paid,0,3,4,0,0,1,0.0
18000, 36 months,8.18,565.56,B,8 years,MORTGAGE,100000.0,Not Verified,debt_consolidation,12.24,0.0,Fully Paid,0,1,8,0,2,1,7500.0
10200, 60 months,12.62,230.11,C,9 years,OWN,80000.0,Source Verified,other,13.35,0.0,Fully Paid,1,2,9,1,1,0,6000.0
14400, 60 months,15.99,350.11,C,4 years,OWN,65000.0,Not Verified,major_purchase,1.81,0.0,Fully Paid,1,2,4,1,2,7,0.0
15000, 36 months,6.97,462.96,A,5 years,RENT,50000.0,Not Verified,credit_card,23.76,0.0,Fully Paid,0,0,5,2,2,3,0.0
28000, 60 months,9.49,587.92,B,10+ years,OWN,125000.0,Source Verified,credit_card,23.63,1.0,Fully Paid,1,1,10,1,1,3,9375.0
2000, 36 months,6.11,60.95,A,10+ years,MORTGAGE,60000.0,Not Verified,credit_card,1.04,0.0,Current,0,0,10,0,2,3,0.0
10325, 60 months,13.99,240.2,C,2 years,RENT,51000.0,Not Verified,credit_card,21.34,0.0,Current,1,2,2,2,2,3,0.0
7200, 36 months,8.24,226.42,B,9 years,MORTGAGE,140000.0,Not Verified,credit_card,26.09,0.0,Fully Paid,0,1,9,0,2,3,10500.0
10000, 36 months,7.26,309.97,A,5 years,RENT,77400.0,Not Verified,debt_consolidation,28.64,0.0,Fully Paid,0,0,5,2,2,1,5805.0
16000, 36 months,5.32,481.84,A,10+ years,MORTGAGE,175000.0,Not Verified,debt_consolidation,11.77,0.0,Current,0,0,10,0,2,1,13125.0
13000, 36 months,8.24,408.82,B,< 1 year,RENT,92000.0,Not Verified,debt_consolidation,6.52,0.0,Current,0,1,0,2,2,1,6900.0
8000, 36 months,13.18,270.25,C,3 years,RENT,28000.0,Verified,debt_consolidation,19.85,0.0,Fully Paid,0,2,3,2,0,1,0.0
14000, 36 months,14.72,483.4,C,5 years,OWN,45500.0,Verified,debt_consolidation,21.52,0.0,Charged Off,0,2,5,1,0,1,0.0
22750, 36 months,13.67,773.9,B,< 1 year,MORTGAGE,52000.0,Verified,credit_card,32.47,0.0,Fully Paid,0,1,0,0,0,3,0.0
12000, 36 months,13.59,407.75,C,2 years,MORTGAGE,70000.0,Source Verified,debt_consolidation,23.42,0.0,Fully Paid,0,2,2,0,1,1,5250.0
14000, 36 months,6.99,432.22,A,< 1 year,RENT,74000.0,Source Verified,major_purchase,14.29,0.0,Fully Paid,0,0,0,2,1,7,5550.0
4200, 36 months,18.06,151.97,D,10+ years,MORTGAGE,85000.0,Source Verified,debt_consolidation,10.87,0.0,Current,0,3,10,0,1,1,6375.0
20000, 36 months,13.49,678.61,C,2 years,RENT,65000.0,Not Verified,debt_consolidation,27.27,0.0,Fully Paid,0,2,2,2,2,1,0.0
9875, 36 months,14.65,340.64,C,10+ years,MORTGAGE,81000.0,Source Verified,debt_consolidation,8.97,1.0,Fully Paid,0,2,10,0,1,1,6075.0
35000, 36 months,9.99,1129.19,B,3 years,MORTGAGE,114000.0,Source Verified,debt_consolidation,15.66,1.0,Fully Paid,0,1,3,0,1,1,8550.0
10000, 36 months,6.89,308.27,A,,RENT,55000.0,Verified,debt_consolidation,1.72,0.0,Fully Paid,0,0,-1,2,0,1,0.0
17000, 60 months,15.61,409.9,C,6 years,MORTGAGE,80000.0,Source Verified,other,8.72,0.0,Fully Paid,1,2,6,0,1,0,6000.0
35000, 36 months,12.79,1175.76,C,10+ years,MORTGAGE,80000.0,Source Verified,credit_card,21.3,0.0,Charged Off,0,2,10,0,1,3,6000.0
21000, 60 months,17.14,523.49,D,10+ years,MORTGAGE,91500.0,Source Verified,debt_consolidation,26.89,0.0,Fully Paid,1,3,10,0,1,1,6862.5
15000, 36 months,26.31,606.84,E,10+ years,RENT,71000.0,Source Verified,debt_consolidation,34.65,0.0,Current,0,4,10,2,1,1,5325.0
24000, 60 months,18.99,622.45,D,10+ years,MORTGAGE,123000.0,Verified,debt_consolidation,33.98,0.0,Current,1,3,10,0,0,1,9225.0
28000, 36 months,10.91,915.5,B,7 years,MORTGAGE,180000.0,Source Verified,credit_card,5.34,0.0,Current,0,1,7,0,1,3,13500.0
6400, 36 months,10.42,207.78,B,5 years,OWN,45000.0,Not Verified,home_improvement,11.34,1.0,Current,0,1,5,1,2,2,0.0
16000, 36 months,9.93,515.75,B,< 1 year,MORTGAGE,85000.0,Verified,debt_consolidation,52.31,0.0,Current,0,1,0,0,0,1,6375.0
8875, 36 months,11.99,294.74,C,< 1 year,RENT,50000.0,Source Verified,debt_consolidation,17.96,0.0,Charged Off,0,2,0,2,1,1,0.0
12000, 36 months,7.34,372.4,A,,RENT,50000.0,Not Verified,major_purchase,13.01,1.0,Current,0,0,-1,2,2,7,0.0
15600, 60 months,17.09,388.46,D,3 years,MORTGAGE,95000.0,Source Verified,debt_consolidation,13.58,0.0,Current,1,3,3,0,1,1,7125.0
30000, 60 months,17.97,761.32,D,3 years,MORTGAGE,160000.0,Verified,major_purchase,16.68,0.0,Current,1,3,3,0,0,7,12000.0
20000, 36 months,19.03,733.43,D,4 years,RENT,60000.0,Source Verified,debt_consolidation,11.18,0.0,Charged Off,0,3,4,2,1,1,0.0
15000, 36 months,11.39,493.86,B,< 1 year,MORTGAGE,85000.0,Source Verified,credit_card,12.11,0.0,Current,0,1,0,0,1,3,6375.0
25000, 36 months,6.39,764.98,A,4 years,RENT,140000.0,Source Verified,credit_card,9.28,0.0,Fully Paid,0,0,4,2,1,3,10500.0
40000, 36 months,6.11,1218.88,A,8 years,MORTGAGE,173000.0,Not Verified,credit_card,18.86,0.0,Current,0,0,8,0,2,3,12975.0
16800, 36 months,16.01,590.73,C,10+ years,MORTGAGE,47000.0,Source Verified,debt_consolidation,36.29,1.0,Current,0,2,10,0,1,1,0.0
22000, 36 months,12.29,733.77,C,5 years,RENT,110750.0,Source Verified,debt_consolidation,14.77,0.0,Fully Paid,0,2,5,2,1,1,8306.25
14350, 36 months,9.17,457.47,B,,OWN,36000.0,Not Verified,credit_card,27.27,0.0,Fully Paid,0,1,-1,1,2,3,0.0
15000, 36 months,5.32,451.73,A,7 years,RENT,40000.0,Not Verified,debt_consolidation,13.03,0.0,Fully Paid,0,0,7,2,2,1,0.0
8000, 36 months,11.55,264.0,B,7 years,MORTGAGE,135000.0,Not Verified,other,25.8,0.0,Current,0,1,7,0,2,0,10125.0
6000, 36 months,13.35,203.18,C,3 years,RENT,52000.0,Not Verified,debt_consolidation,18.76,0.0,Fully Paid,0,2,3,2,2,1,0.0
18000, 60 months,30.84,591.69,G,4 years,MORTGAGE,50000.0,Source Verified,debt_consolidation,22.97,0.0,Fully Paid,1,6,4,0,1,1,0.0
8000, 36 months,20.39,298.91,D,2 years,RENT,60000.0,Source Verified,major_purchase,10.4,1.0,Late (31-120 days),0,3,2,2,1,7,0.0
8000, 36 months,14.46,275.22,C,10+ years,OWN,85000.0,Source Verified,credit_card,23.28,0.0,Fully Paid,0,2,10,1,1,3,6375.0
10000, 36 months,12.61,335.07,C,4 years,RENT,45000.0,Not Verified,credit_card,34.11,0.0,Current,0,2,4,2,2,3,0.0
35000, 36 months,15.31,1218.61,C,< 1 year,RENT,320000.0,Verified,credit_card,11.19,0.0,Charged Off,0,2,0,2,0,3,24000.0
16000, 60 months,10.42,343.27,B,10+ years,MORTGAGE,102000.0,Not Verified,debt_consolidation,27.51,0.0,Charged Off,1,1,10,0,2,1,7650.0
35000, 60 months,26.49,1058.1,F,5 years,RENT,80500.0,Verified,other,13.18,1.0,Charged Off,1,5,5,2,0,0,6037.5
6400, 36 months,16.99,228.15,D,5 years,RENT,20000.0,Source Verified,home_improvement,5.94,0.0,Current,0,3,5,2,1,2,0.0
11100, 36 months,13.68,377.65,C,5 years,MORTGAGE,250000.0,Verified,home_improvement,4.68,0.0,Fully Paid,0,2,5,0,0,2,18750.0
15000, 36 months,18.75,547.95,D,10+ years,OWN,85000.0,Verified,medical,26.81,0.0,Charged Off,0,3,10,1,0,6,6375.0
6500, 36 months,11.55,214.5,B,10+ years,MORTGAGE,102000.0,Source Verified,medical,2.01,0.0,Current,0,1,10,0,1,6,7650.0
35000, 60 months,14.99,832.47,C,,MORTGAGE,134000.0,Verified,credit_card,14.88,1.0,Charged Off,1,2,-1,0,0,3,10050.0
15000, 36 months,10.64,488.53,B,10+ years,RENT,42000.0,Source Verified,credit_card,18.51,0.0,Charged Off,0,1,10,2,1,3,0.0
28000, 60 months,16.99,695.73,D,10+ years,RENT,56000.0,Source Verified,credit_card,19.1,0.0,Current,1,3,10,2,1,3,0.0
29100, 36 months,18.99,1066.55,D,10+ years,MORTGAGE,95000.0,Verified,debt_consolidation,20.3,1.0,Charged Off,0,3,10,0,0,1,7125.0
15000, 36 months,8.18,471.3,B,9 years,MORTGAGE,53000.0,Source Verified,debt_consolidation,22.64,0.0,Fully Paid,0,1,9,0,1,1,0.0
7675, 36 months,18.55,279.6,E,1 year,RENT,19200.0,Source Verified,debt_consolidation,30.19,0.0,Fully Paid,0,4,1,2,1,1,0.0
8800, 36 months,25.34,351.48,E,4 years,MORTGAGE,28750.0,Not Verified,debt_consolidation,23.67,4.0,Current,0,4,4,0,2,1,0.0
12000, 36 months,6.03,365.23,A,10+ years,MORTGAGE,70000.0,Not Verified,debt_consolidation,22.68,1.0,Fully Paid,0,0,10,0,2,1,5250.0
20400, 60 months,12.61,460.11,C,7 years,RENT,84000.0,Verified,debt_consolidation,24.24,0.0,Charged Off,1,2,7,2,0,1,6300.0
10000, 36 months,7.89,312.86,A,5 years,RENT,70000.0,Source Verified,debt_consolidation,17.73,0.0,Charged Off,0,0,5,2,1,1,5250.0
16000, 36 months,13.59,543.67,C,2 years,RENT,65000.0,Source Verified,major_purchase,4.54,0.0,Current,0,2,2,2,1,7,0.0
6025, 36 months,11.99,200.09,B,4 years,MORTGAGE,43100.0,Not Verified,other,10.0,0.0,Current,0,1,4,0,2,0,0.0
10800, 36 months,5.32,325.24,A,3 years,MORTGAGE,112010.0,Not Verified,debt_consolidation,8.01,0.0,Fully Paid,0,0,3,0,2,1,8400.75
10800, 60 months,13.99,251.25,C,3 years,MORTGAGE,120250.0,Verified,credit_card,3.85,0.0,Current,1,2,3,0,0,3,9018.75
16000, 36 months,23.43,622.95,F,10+ years,MORTGAGE,125000.0,Verified,debt_consolidation,25.65,1.0,Fully Paid,0,5,10,0,0,1,9375.0
18000, 36 months,12.49,602.08,B,5 years,MORTGAGE,117000.0,Verified,debt_consolidation,17.64,0.0,Fully Paid,0,1,5,0,0,1,8775.0
4000, 36 months,9.17,127.52,B,10+ years,OWN,41000.0,Not Verified,credit_card,31.21,0.0,Fully Paid,0,1,10,1,2,3,0.0
5000, 36 months,5.31,150.56,A,4 years,MORTGAGE,54000.0,Not Verified,debt_consolidation,19.91,0.0,Current,0,0,4,0,2,1,0.0
16000, 36 months,10.49,519.97,B,7 years,MORTGAGE,65700.0,Not Verified,debt_consolidation,15.95,0.0,Current,0,1,7,0,2,1,4927.5
